Descripción del Artículo,Precio Mayoreo,Proveedor,FE,FS,AHORRO
ACIDO FOLICO 10 MG X 30 TAB DALIOL,17.48,Drolvilla Nacionales,0,0,0
ACIDO FOLICO 10 MG X 30 TAB PLUSANDEX,19.59,Drolvilla Nacionales,0,0,0
ACIDO FOLICO 10MG PAC X 20+20 TAB (NONAF,20.0,Drolvilla Nacionales,0,0,0
ACIDO FOLICO 10MG PAC X 30+20 TAB NONAFO,27.0,Drolvilla Nacionales,0,0,0
ACIDO FOLICO 5 MG X 30 COMP KLINOS,11.7,Drolvilla Nacionales,0,0,0
ACUTEN 500-25MG TAB X 20,85.22,Drolvilla Nacionales,0,0,0
AFLAMAX 50MG  X 10 TAB,7.63,Drolvilla Nacionales,0,0,0
AFLAMAX 50MG. DISP. 25 BLISTER X 5 TAB,125.71,Drolvilla Nacionales,0,0,0
"AIRFEN GOT 0,025% SOL X 15 ML PED",88.39,Drolvilla Nacionales,0,0,0
"AIRFEN GOT 0,05% SOL X 15 ML ADULTO",88.39,Drolvilla Nacionales,0,0,0
AIRON 10 MG X 10 TAB REC,30.97,Drolvilla Nacionales,0,0,0
AIRON 10 MG X 30 TAB REC,66.65,Drolvilla Nacionales,0,0,0
AIRON 4 MG X 30 TAB MAST,52.18,Drolvilla Nacionales,0,0,0
ALANTAMIDA 0.05%-0.4% CREMA X 20GR,53.09,Drolvilla Nacionales,0,0,0
ALBENDAZOL 200 MG TAB X 2 PLUSANDEX,10.37,Drolvilla Nacionales,0,0,0
ALBENDAZOL 200 MG TAB X 6 PLUSANDEX,17.66,Drolvilla Nacionales,0,0,0
ALBENDAZOL 200 MG X 2 COMP (HELAL),16.8,Drolvilla Nacionales,0,0,0
ALBENDAZOL 400 MG SUSP X 5 ML (HELAL),29.25,Drolvilla Nacionales,0,0,0
ALBENDAZOL 400MG/10ML X 10ML  PLUSAN,17.91,Drolvilla Nacionales,0,0,0
ALBICAR 200 MG X 2 TAB,12.36,Drolvilla Nacionales,0,0,0
ALBICAR 200 MG X 6 TAB,23.66,Drolvilla Nacionales,0,0,0
ALBISEC 166.66 MG/33.33 MG X 12 CAP,145.2,Drolvilla Nacionales,0,0,0
ALCACHOFA 300MG X 90 CAP ARCO IRIS,46.62,Drolvilla Nacionales,0,0,0
ALCANFOR PAPELETA X 10 GR LYA,19.55,Drolvilla Nacionales,0,0,0
ALERGOT 0.05% SOL. OFT.  X 5 ML,69.32,Drolvilla Nacionales,0,0,0
"ALFADYN 0,2% SOL OFT X 5  ML GOT",85.7,Drolvilla Nacionales,0,0,0
ALIVAX FORTE 650 MG X 10 CAPS,16.84,Drolvilla Nacionales,0,0,0
ALIVAX FORTE 650MG X 25 BLISTER X 5 CAPS,180.38,Drolvilla Nacionales,0,0,0
ALIVERIUM 100MG+300MG X 10 CAPS BLANDA,59.43,Drolvilla Nacionales,0,0,0
"ALIVET 125MG-0,5MG/5ML JBE X120ML LETI",45.51,Drolvilla Nacionales,0,0,0
ALIVET LIMON GRAN 10 GR X 6 SOBRES,78.29,Drolvilla Nacionales,0,0,0
ALIVETFA X 20  COMP REC,91.57,Drolvilla Nacionales,0,0,0
ALIVETNOC FORTE 10G GRAN X 6 SOB,63.64,Drolvilla Nacionales,0,0,0
ALIVIAMED CREMA X 50 GR LYA,25.83,Drolvilla Nacionales,0,0,0
ALIVIAMED GEL ROLLON X 25 GR LYA,17.77,Drolvilla Nacionales,0,0,0
ALLERFEX 120 MG X 10 TAB REC (FEXOFENADI,50.91,Drolvilla Nacionales,0,0,0
ALLIXON NARANJA X 240ML,34.65,Drolvilla Nacionales,0,0,0
ALLOPURINOL 100MG X 30 TAB,40.01,Drolvilla Nacionales,0,0,0
ALRES FORTE SOBRE GRANULADO X 6,62.16,Drolvilla Nacionales,0,0,0
ALSART 160 MG X 10 TAB (VALSARTAN),48.41,Drolvilla Nacionales,0,0,0
ALSART 80 MG X 10 TAB (VALSARTAN),22.54,Drolvilla Nacionales,0,0,0
ALSART 80 MG X 30 TAB (VALSARTAN),73.45,Drolvilla Nacionales,0,0,0
ALUMBRE PV PAPELETA X 20 GR LYA,11.8,Drolvilla Nacionales,0,0,0
ALURON 100 MG X 30 TAB,65.06,Drolvilla Nacionales,0,0,0
AMBROXOL 15 MG/5ML JBE PED X120 ML COLME,39.3,Drolvilla Nacionales,0,0,0
AMITAFEN FORTE 650 MG X 14 TAB,27.9,Drolvilla Nacionales,0,0,0
AMLODIPINA 10 MG X 20 TAB KIMICEG,10.9,Drolvilla Nacionales,0,0,0
AMLODIPINA 10 MG X 30 COMP GENVEN,20.56,Drolvilla Nacionales,0,0,0
AMLODIPINA 10MG X 30 TAB CALOX,32.79,Drolvilla Nacionales,0,0,0
AMLODIPINA 5MG X 30 TAB (AMIPINA) QUIMFA,15.96,Drolvilla Nacionales,0,0,0
AMOXICILINA + AC CLAV 500/125MG X 10 TAB,76.47,Drolvilla Nacionales,0,0,0
AMOXICILINA + AC CLAV 875/125MG X 14 TAB,105.89,Drolvilla Nacionales,0,0,0
AMOXICILINA 250MG/5ML PPS X 45 ML SPEFAR,47.16,Drolvilla Nacionales,0,0,0
AMOXICILINA+AC.CLAV 250-62.5MG/5MLX 60ML,70.25,Drolvilla Nacionales,0,0,0
AMOXIDUO 750 MG SUSP X 70 ML,66.07,Drolvilla Nacionales,0,0,0
AMOXIDUO 875 MG X 14 COMP,131.04,Drolvilla Nacionales,0,0,0
AMPICILINA 250MG/5ML PV/SUSP X 60 ML ELT,35.85,Drolvilla Nacionales,0,0,0
ANALPER CAF 500MG-40MG TAB X 10 LA SANTE,18.28,Drolvilla Nacionales,0,0,0
ANANTY 120MG/5ML X 120ML SUSP,27.66,Drolvilla Nacionales,0,0,0
ANANTY FORTE 160MG/5ML X 120ML SUSP,29.76,Drolvilla Nacionales,0,0,0
ANANTY FORTE 160MG/5ML X 60ML SUSP,19.88,Drolvilla Nacionales,0,0,0
"ANASMOL COMPR 2,5 MG X 30",72.54,Drolvilla Nacionales,0,0,0
ANASMOL COMPR 5 MG X 30,120.51,Drolvilla Nacionales,0,0,0
ANGRIP NOCHE 500-3MG X 4 COMP,31.59,Drolvilla Nacionales,0,0,0
ANTAAR 10 MG X 10 TAB (BISOPROLOL),44.77,Drolvilla Nacionales,0,0,0
ANTAAR 10 MG X 30 TAB (BISOPROLOL),95.13,Drolvilla Nacionales,0,0,0
"ANTAAR 2,5 MG X 10 TAB (BISOPROLOL)",22.96,Drolvilla Nacionales,0,0,0
"ANTAAR 2,5 MG X 30 TAB (BISOPROLOL)",55.72,Drolvilla Nacionales,0,0,0
ANTAAR 5 MG X 10 TAB (BISOPROLOL),30.95,Drolvilla Nacionales,0,0,0
ANTILAX 2 MG TAB X 10,30.0,Drolvilla Nacionales,0,0,0
APIRET 180MG/5ML SOL ORAL X 60ML,20.43,Drolvilla Nacionales,0,0,0
APLACAL TAB/MAST 750 MG FRAMBUESA X 10,43.36,Drolvilla Nacionales,0,0,0
APLACAL TAB/MAST 750 MG MANDARINA X 10,25.5,Drolvilla Nacionales,0,0,0
ARBIXIL 15MG-10MG/5ML ADULT X 120 ML,61.75,Drolvilla Nacionales,0,0,0
ARBIXIL 7.5MG-5MCG/5ML GOTAS X 15 ML,30.35,Drolvilla Nacionales,0,0,0
ARBIXIL 7.5MG-5MCG/5ML PEDIATR X 120 ML,56.11,Drolvilla Nacionales,0,0,0
ARESAN 20 MG X 30  TAB REC (OLMESARTAN),80.28,Drolvilla Nacionales,0,0,0
ARTRODAR 50 MG X 30 CAP LETI,163.9,Drolvilla Nacionales,0,0,0
ASAPROL 81 MG X 100 COMP ENT,61.45,Drolvilla Nacionales,0,0,0
ASARAP 10 MG X 20 COMP REC (RIVAROXABAN),53.75,Drolvilla Nacionales,0,0,0
ASCAFYL PLUS TAB REC X 10,30.54,Drolvilla Nacionales,0,0,0
"ASCAFYL SC 0,4MG-80 MG X 15 ML SOL GOT",28.63,Drolvilla Nacionales,0,0,0
ASCAFYL TAB X 10,26.72,Drolvilla Nacionales,0,0,0
ATENOLOL 50 MG X 30 TAB  KIMICEG,32.63,Drolvilla Nacionales,0,0,0
ATORVASTATINA 20 MG X 10 CR GENVEN,19.68,Drolvilla Nacionales,0,0,0
ATORVASTATINA 20 MG X 14 COMP REC SPEFAR,21.0,Drolvilla Nacionales,0,0,0
ATORVASTATINA 20 MG X 30 CR GENVEN,52.12,Drolvilla Nacionales,0,0,0
ATORVASTATINA 40 MG X 10 COMP GV,38.43,Drolvilla Nacionales,0,0,0
ATORVASTATINA 40MG X 30 CR GENVEN,118.01,Drolvilla Nacionales,0,0,0
ATORVASTATINA 80 MG X 20 COMP SPEFAR,71.7,Drolvilla Nacionales,0,0,0
ATOVAROL 20 MG X 30  CAPS VIVAX,50.06,Drolvilla Nacionales,0,0,0
ATOVAROL 40 MG X 14 CAPS (VIVAX),50.22,Drolvilla Nacionales,0,0,0
ATOVAROL PAC 20MG X 30+14  CAPS VIVAX,59.68,Drolvilla Nacionales,0,0,0
ATOVAROL PAC 40MG X 30+14  CAPS VIVAX,87.22,Drolvilla Nacionales,0,0,0
ATROBEL 10MG/ML GOTAS X 15 ML,50.44,Drolvilla Nacionales,0,0,0
AZACARD 81 MG X 30 TAB (OFTALMI),20.19,Drolvilla Nacionales,0,0,0
AZACARD 81MG X 60 TAB,38.59,Drolvilla Nacionales,0,0,0
AZIMAKROL 1GR X 2 COMP REC (AZITROMICINA,102.96,Drolvilla Nacionales,0,0,0
AZITRODEX 500 MG X 3 TAB PLUSANDEX,28.65,Drolvilla Nacionales,0,0,0
AZITRODEX 500 MG X 5 TAB PLUSANDEX,45.2,Drolvilla Nacionales,0,0,0
AZITROMICINA 200MG/5ML SUSP X 15 ML OTC,28.03,Drolvilla Nacionales,0,0,0
AZITROMICINA 500 MG X 5 COMP SPEFAR,39.48,Drolvilla Nacionales,0,0,0
AZITROMICINA 500 MG X 5 CR LETI,27.15,Drolvilla Nacionales,0,0,0
AZUFRE CREMA AL 10% X 50 GR LYA,25.36,Drolvilla Nacionales,0,0,0
AZUFRE LOC JABONOSA AL 10% X 120 ML LYA,28.86,Drolvilla Nacionales,0,0,0
AZUFRE POLVO PAPELETA X 20 GR LYA,10.98,Drolvilla Nacionales,0,0,0
"AZUTAN COLUTORIO 0,15% FCO. X 180 ML SOL",41.99,Drolvilla Nacionales,0,0,0
BABILINKID 100MG-0.42MG/ML X 20ML SOL OR,34.31,Drolvilla Nacionales,0,0,0
BACITRACINA UNG. 500 UI X 15 GR KLINOS,33.72,Drolvilla Nacionales,0,0,0
BACITRACINA UNG. 500 UI X 15 GR RONAVA,38.06,Drolvilla Nacionales,0,0,0
BACTRON 80MG/400MG X 20 TAB,55.05,Drolvilla Nacionales,0,0,0
BACTRON FORTE TAB 160/800 MG X 10,66.45,Drolvilla Nacionales,0,0,0
BACTRON SUSP 40MG-200MG/5ML X 100 ML,44.84,Drolvilla Nacionales,0,0,0
BALSADER POMADA X 30 GR,21.23,Drolvilla Nacionales,0,0,0
BARGONIL UNG RECTAL X 10 GR,143.51,Drolvilla Nacionales,0,0,0
BARGONIL UNG RECTAL X 30 GR,225.81,Drolvilla Nacionales,0,0,0
"BENCIDAMINA SOL 0,15% TOP BUCAL X 120 ML",76.61,Drolvilla Nacionales,0,0,0
BENDAMEN 100 MG TAB X 6,29.39,Drolvilla Nacionales,0,0,0
BENZODIAZOL LIMON - MIEL X 16 TAB MAST,39.44,Drolvilla Nacionales,0,0,0
BENZODIAZOL LIMON X 16 TAB MAST,39.44,Drolvilla Nacionales,0,0,0
BENZODIAZOL MENTA X 16 TAB MAST,39.44,Drolvilla Nacionales,0,0,0
BENZODIAZOL NARANJA X 16 TAB MAST,39.44,Drolvilla Nacionales,0,0,0
BENZODIAZOL TUTTI FRUTTI X 16 TAB MAST,39.44,Drolvilla Nacionales,0,0,0
BEPRODERM 0.05%-0.1% CREMA X 15 GR,40.76,Drolvilla Nacionales,0,0,0
BEPROSPEN 7 MG/ML INY KIT 3ML AMP X 1,100.04,Drolvilla Nacionales,0,0,0
BERRO JARABE X 240 ML ARCO IRIS,92.98,Drolvilla Nacionales,0,0,0
BETADERM 0.05% CREMA X 15 GR,45.7,Drolvilla Nacionales,0,0,0
BETADERM C/GENTAMICINA CREM X 15 GR,46.68,Drolvilla Nacionales,0,0,0
BETADERM PLUS CREMA X 15 GR,58.66,Drolvilla Nacionales,0,0,0
BETADUO JER PRELLENADA 1 X 1ML . VIVAX,100.89,Drolvilla Nacionales,0,0,0
BETAGEN 12 MG / 3ML EST X 1 AMP,51.25,Drolvilla Nacionales,0,0,0
BETAGEN AMP. 4 MG/1 ML X 1  BIOTECH,33.96,Drolvilla Nacionales,0,0,0
BETAGEN SOLSPEN AMP 1 ML X 1 AMP,48.69,Drolvilla Nacionales,0,0,0
"BETARRETIN 0,025% CREMA X 30 GR",113.49,Drolvilla Nacionales,0,0,0
"BETARRETIN 0,025% GEL X 30 GR",126.36,Drolvilla Nacionales,0,0,0
"BETARRETIN 0,05% CREMA X 30 GR",138.06,Drolvilla Nacionales,0,0,0
BETARRETIN 0.05% LOCION X 60 ML,183.69,Drolvilla Nacionales,0,0,0
BEVINDAZOL SUS 400 MG X 10 ML,35.51,Drolvilla Nacionales,0,0,0
BEXILON JBE 4 MG/5ML X 120 ML (BROMEXINA,27.42,Drolvilla Nacionales,0,0,0
BICARBONATO DE SODIO PAPELETA X 20GR LYA,11.8,Drolvilla Nacionales,0,0,0
BIOTALOL 10 MG X 30 CR (BISOPROLOL),53.3,Drolvilla Nacionales,0,0,0
"BIOTALOL 2,5 MG X 30 CR (BISOPROLOL)",34.5,Drolvilla Nacionales,0,0,0
BIOTALOL 5 MG X 30 CR (BISOPROLOL),45.7,Drolvilla Nacionales,0,0,0
BIPRIN 300 MG CAP X 10 CAP,37.69,Drolvilla Nacionales,0,0,0
BISOPROLOL 5 MG X 20 COMP SPEFAR,46.58,Drolvilla Nacionales,0,0,0
BISOPROLOL FUMARATO 10 MG X 20 COMP GV,50.13,Drolvilla Nacionales,0,0,0
"BISOPROLOL FUMARATO 2,5 MG X 20 COMP GV",27.47,Drolvilla Nacionales,0,0,0
BISOPROLOL FUMARATO 5 MG X 20 COMP GV,27.49,Drolvilla Nacionales,0,0,0
"BISOPROLOL HIDRO 5-6,25MGX20 COMP SPEFAR",33.58,Drolvilla Nacionales,0,0,0
BLOCAX  16 MG X 30 TAB  (CANDESARTAN),96.33,Drolvilla Nacionales,0,0,0
BLOCAX  8 MG X 30 TAB  (CANDESARTAN),58.08,Drolvilla Nacionales,0,0,0
BLOCAX 16 MG DISP 15 BLI X 10 TAB,463.13,Drolvilla Nacionales,0,0,0
BLOCAX 8 MG DISP 15 BLI X 10 TAB,277.88,Drolvilla Nacionales,0,0,0
BONAMES 150MG TAB REC X 1,77.81,Drolvilla Nacionales,0,0,0
BORAX PAPELETA X 20 GR LYA,13.25,Drolvilla Nacionales,0,0,0
BRAL 500 MG DISP 25 BLI X 4 TAB,247.0,Drolvilla Nacionales,0,0,0
BREXIN 180MG/5ML JBE PED X 120 ML,39.42,Drolvilla Nacionales,0,0,0
BREXIN FORTE TAB 650 MG X 10 (ACETAMINOF,24.26,Drolvilla Nacionales,0,0,0
BROFLEMA  SUSP 8MG/5ML X 120 ML BIOTECH,41.99,Drolvilla Nacionales,0,0,0
BROLAT 5MG-30MG X 10 TAB,42.45,Drolvilla Nacionales,0,0,0
BROLAT 5MG-30MG/5ML SOL X 60 ML,61.76,Drolvilla Nacionales,0,0,0
BROMEXINA JBE 8 MG/5 ML X 120 ML QUIM-FA,29.96,Drolvilla Nacionales,0,0,0
BROXOL FLEM 750 MG/15 ML JBE AD X 120 ML,73.0,Drolvilla Nacionales,0,0,0
BRUDOL 200MG-65MG COMPR X 20,34.17,Drolvilla Nacionales,0,0,0
BRUDOL 400MG-65MG COMPR X 20,43.04,Drolvilla Nacionales,0,0,0
BRUGESIC 400 MG X 10 COMP RECUB,12.74,Drolvilla Nacionales,0,0,0
BRUGESIC 600 MG X 10 COMP ELMOR,34.48,Drolvilla Nacionales,0,0,0
BRUGESIC FORTE SUSP 200 MG/5ML X 60 ML,33.56,Drolvilla Nacionales,0,0,0
BRUGESINA 300 MG-10 MG X 10 COMP,37.38,Drolvilla Nacionales,0,0,0
BUCLEN 5 MCG/5 ML PED X 80 ML JBE,49.22,Drolvilla Nacionales,0,0,0
"BUCOXOLGAR 0,15-0,25% FRU R SOLTOPX120ML",33.31,Drolvilla Nacionales,0,0,0
"BUCOXOLGAR 0,15-0,25% MENTA SOLTOPX120ML",33.31,Drolvilla Nacionales,0,0,0
"BUCOXOLGAR 0,15-0,25% MIEL SOLTOPX120ML",33.31,Drolvilla Nacionales,0,0,0
BUDECORT AEROSOL 200MCG/DOSIS X 100 DOSI,122.74,Drolvilla Nacionales,0,0,0
BUDECORT SUSP. INHALAR X 10 ML,68.2,Drolvilla Nacionales,0,0,0
BUDENAS 100 MCG SUSP ATOM NAS X 200 DOSI,95.74,Drolvilla Nacionales,0,0,0
"BUDENAS SUSP NASAL 32MCG/0,05ML X 15 ML",79.79,Drolvilla Nacionales,0,0,0
"BUMELEX 0,5 MG/ 2ML X 3 AMP COM",90.09,Drolvilla Nacionales,0,0,0
BUTILAMINA COMPTA. GRAG. X 20  PLUSANDEX,51.62,Drolvilla Nacionales,0,0,0
BUTROPINA GOTAS 5 MG/ML X 20ML,58.89,Drolvilla Nacionales,0,0,0
CALMOX TAB 15 MG X 10 (MELOXICAM),36.79,Drolvilla Nacionales,0,0,0
CALOXPIRINA 81 MG X 30 TAB REC,40.99,Drolvilla Nacionales,0,0,0
CALPAL D 1500 MG+300 UI X 30 TAB,108.68,Drolvilla Nacionales,0,0,0
CAMPAL CRM 1 % X 20 GR (DIC. SOD),31.53,Drolvilla Nacionales,0,0,0
CAMPAL CRM 1 % X 50 GR (DIC. SOD),39.42,Drolvilla Nacionales,0,0,0
CANDESARTAN 8 MG X 30 COMP SPEFAR,37.25,Drolvilla Nacionales,0,0,0
CANELA CONCHA PAPELETA X 10 GR LYA,15.93,Drolvilla Nacionales,0,0,0
CANELA MOLIDA PAPELETA X 10 GR LYA,16.4,Drolvilla Nacionales,0,0,0
CAPTOPRIL 25 MG X 20 TAB KIMICEG,20.85,Drolvilla Nacionales,0,0,0
CARBAMAZEPINA 200MG X30 COMP LETI,64.54,Drolvilla Nacionales,0,0,0
"CARBATIL TAB 12,5 MG X 30 BIOTECH",67.93,Drolvilla Nacionales,0,0,0
"CARBATIL TAB 6,25 X 30 BIOTECH",49.4,Drolvilla Nacionales,0,0,0
"CARVEDILOL 12,5 MG X 14 TAB CALOX",30.31,Drolvilla Nacionales,0,0,0
"CARVEDILOL 12,5 MG X 15 COMPR GV",18.52,Drolvilla Nacionales,0,0,0
"CARVEDILOL 12,5 MG X 20 TAB KIMICEG",27.04,Drolvilla Nacionales,0,0,0
"CARVEDILOL 6,25 MG X 15 COMPR GV",15.37,Drolvilla Nacionales,0,0,0
"CARVEDILOL 6,25 MG X 20 COMP SPEFAR",37.88,Drolvilla Nacionales,0,0,0
"CARVEDILOL 6,25 MG X 20 TAB KIMICEG",21.61,Drolvilla Nacionales,0,0,0
CARVIX  CAP BLANDA X 30,44.07,Drolvilla Nacionales,0,0,0
CASCARA SAGRADA 300MG X 60 CAP ARCO IRIS,128.7,Drolvilla Nacionales,0,0,0
CASTAÑO DE INDIAS 400MG X 60 CAP ARCO IR,128.7,Drolvilla Nacionales,0,0,0
CEFADROXILO 250MG/5ML PPS X 75ML GENVEN,60.21,Drolvilla Nacionales,0,0,0
CEFADROXILO 500 MG X 10 TAB OTC BIOLOGIC,31.14,Drolvilla Nacionales,0,0,0
CELAY 10 MG TAB X 10,25.08,Drolvilla Nacionales,0,0,0
CELAY 5 MG/5 ML SOL X 100 ML,66.21,Drolvilla Nacionales,0,0,0
CENTAB-BETA  FRASCO X 30 TAB,62.98,Drolvilla Nacionales,0,0,0
CENTELLA+ALCACHOFA 300 MG X 90 CAP ARCO,128.7,Drolvilla Nacionales,0,0,0
CETIRIVAX 10MG X 10 CAP BLANDAS,21.21,Drolvilla Nacionales,0,0,0
CETIRIZINA 1 MG/ML SOL ORAL X 60 ML GENV,18.87,Drolvilla Nacionales,0,0,0
CETIRIZINA 10 MG X 10 COMPR GENVEN,13.02,Drolvilla Nacionales,0,0,0
CETIRIZINA 10 MG X 10 COMPR SPEFAR,10.0,Drolvilla Nacionales,0,0,0
CETRAL 10 MG TAB X 10,22.9,Drolvilla Nacionales,0,0,0
CETRAL 10MG/ML GOTAS X 10 ML,27.87,Drolvilla Nacionales,0,0,0
CETRAL 5 MG / 5 ML SOL ORAL X 60 ML,41.42,Drolvilla Nacionales,0,0,0
CETRAL-D 5-60MG/5ML SOL ORAL X 60 ML,57.13,Drolvilla Nacionales,0,0,0
CEVAX 500 MG 25 BLISTER X 5 CAPS,153.57,Drolvilla Nacionales,0,0,0
CEVAX 500 MG X 15 CAPS,29.55,Drolvilla Nacionales,0,0,0
CEVAX 500 MG X 30 CAPS,63.77,Drolvilla Nacionales,0,0,0
"CEVAX ZINC 500MG-7,5MG X 15 CAPS BL",38.5,Drolvilla Nacionales,0,0,0
"CEVAX ZINC 500MG-7,5MG X 30 CAPS BL",63.39,Drolvilla Nacionales,0,0,0
CICATRIMED CREMA X 30 GR  LYA,21.01,Drolvilla Nacionales,0,0,0
CICLOKAN 500MG X 21 COMP REC,204.75,Drolvilla Nacionales,0,0,0
CIPROFLOX 500 MG TAB X 12 ELMOR,31.15,Drolvilla Nacionales,0,0,0
CIPROFLOXACINA 500 MG TAB X 10 QUIMFAR,24.77,Drolvilla Nacionales,0,0,0
CLARASOL GOT OFTALMICAS X 15 ML,17.81,Drolvilla Nacionales,0,0,0
CLARITROMICINA 500 MG X 10 COMP SPEFAR,70.49,Drolvilla Nacionales,0,0,0
CLARIX 0.05% SOL NASAL AD X 15 ML,43.99,Drolvilla Nacionales,0,0,0
CLARIX 0.05% SOL NASAL SPRAY X 15 ML,47.89,Drolvilla Nacionales,0,0,0
CLARIX 0.25% SOL NASAL PED X 15 ML,43.99,Drolvilla Nacionales,0,0,0
CLARIX 0.255MG/ML SOL OFTALMICA X 15 ML,23.22,Drolvilla Nacionales,0,0,0
CLAVULAM  875 / 125MG X 10 TAB,101.89,Drolvilla Nacionales,0,0,0
CLENBUNAL 0.020 MG X 10 COMP,39.78,Drolvilla Nacionales,0,0,0
CLENBUNAL 0.020 MG X 20 COMP,51.48,Drolvilla Nacionales,0,0,0
CLENBUNAL GOTAS X 15 ML,57.33,Drolvilla Nacionales,0,0,0
CLENBUNAL JBE ADU 0.010 MG X 120 ML,62.01,Drolvilla Nacionales,0,0,0
CLENBUNAL JBE PED 0.005 MG X 120 ML,52.65,Drolvilla Nacionales,0,0,0
CLENBUXOL GOTAS PED X 20 ML,15.0,Drolvilla Nacionales,0,0,0
CLENBUXOL JBE AD 0.01 MG/5 ML X 120 ML,70.2,Drolvilla Nacionales,0,0,0
CLENBUXOL JBE PED 0.005 MG/5 ML X 120 ML,70.2,Drolvilla Nacionales,0,0,0
"CLENOX 40MG X 0,4 ML JERG PRELL X 1",41.68,Drolvilla Nacionales,0,0,0
CLINDAMICINA 300 MG X 16 CAPS SPEFAR,88.14,Drolvilla Nacionales,0,0,0
CLINDAMICINA OVULOS 100 MG X 3 VINCENTI,27.52,Drolvilla Nacionales,0,0,0
CLODOXIN  TAB. 10 MG. X 20.  PLUSANDEX,20.62,Drolvilla Nacionales,0,0,0
CLODOXIN JBE 5MGX50MG/5ML X 120 ML,35.44,Drolvilla Nacionales,0,0,0
CLOP JBE 5MG/5ML X 120 ML (METOCLOPRAMID,31.64,Drolvilla Nacionales,0,0,0
"CLORACE JBE 125-0,5MG/5ML X120ML S/AZUCA",104.98,Drolvilla Nacionales,0,0,0
CLORACE SOL ORAL GTA 80MG/0.5 MG X 30 ML,92.63,Drolvilla Nacionales,0,0,0
CLORACE TAB 500 MG-4 MG X 10,75.38,Drolvilla Nacionales,0,0,0
CLORACE TAB 500 MG-4 MG X 20,132.85,Drolvilla Nacionales,0,0,0
CLORACI PLUS VIT C + ZINC X 30 TAB,88.29,Drolvilla Nacionales,0,0,0
CLORURO DE MAGNESIO X 240 ML ARCO IRIS,94.77,Drolvilla Nacionales,0,0,0
CLORURO DE MAGNESIO X 500ML LYA,33.75,Drolvilla Nacionales,0,0,0
CLOTRIMAZOL 1% CREMA X 20 GR KIMICEG,32.38,Drolvilla Nacionales,0,0,0
CLOTRIMAZOL 10% CREMA VAG 5 GR X 1 CAN K,40.09,Drolvilla Nacionales,0,0,0
CODEBROMIL PLUS 15MG-3MG/15 ML X 90 ML,52.15,Drolvilla Nacionales,0,0,0
COLAGENO + VIT C X 60 CAP ARCO IRIS,133.35,Drolvilla Nacionales,0,0,0
COLAYTE POLVO ESTUCHE X 4 TARROS,350.31,Drolvilla Nacionales,0,0,0
COLFENE 600MG/4MG X 15 COMP,75.89,Drolvilla Nacionales,0,0,0
COLGESIC 400MG/4MG X 15 COMP. BIOTECH,25.0,Drolvilla Nacionales,0,0,0
COLYPAN 200MG TAB X 10,64.22,Drolvilla Nacionales,0,0,0
COMPLEJO VITAMINA B X 20 COMP SPEFAR,49.09,Drolvilla Nacionales,0,0,0
"CORENTEL 1,25 MG X 30 COMP (BISOPROLOL)",62.01,Drolvilla Nacionales,0,0,0
CORENTEL 5 MG X 10 COMP (BISOPROLOL),46.8,Drolvilla Nacionales,0,0,0
CORENTEL 5 MG X 30 COMP,90.09,Drolvilla Nacionales,0,0,0
"COVENTROL 12,5 MG X 30 COMP LETI",48.59,Drolvilla Nacionales,0,0,0
COVENTROL 25 MG X 30 COMP LETI,58.16,Drolvilla Nacionales,0,0,0
"COVENTROL 6,25 MG X 30 COMP LETI",35.95,Drolvilla Nacionales,0,0,0
COXIBEN 200 MG X 10 CAP (CELECOXIB),143.91,Drolvilla Nacionales,0,0,0
COXIBEN 200 MG X 30 CAP (CELECOXIB),226.98,Drolvilla Nacionales,0,0,0
CREMA FRIA X 50 GR LYA,26.67,Drolvilla Nacionales,0,0,0
CREMA PSORIASIMED X 30 GR LYA,27.85,Drolvilla Nacionales,0,0,0
CROMOFTAL SOL. OFT. 4% X 10 ML.  OFTALMI,31.97,Drolvilla Nacionales,0,0,0
CYPRAL 750MG TAB REC X 6,29.25,Drolvilla Nacionales,0,0,0
DAYFLU DIA 500MG-10MG-2MG X 5 CGB,21.42,Drolvilla Nacionales,0,0,0
DAYFLU DIA 500MG-10MG-2MGX10 CGB,38.72,Drolvilla Nacionales,0,0,0
DAYFLU DIA/NOCHE 500MG X 15 CAPS B,53.55,Drolvilla Nacionales,0,0,0
DAYFLU DIA/NOCHE COMBO (4D/2N) X 6 CAPS,24.61,Drolvilla Nacionales,0,0,0
DAYFLU NOCHE 500MG-2MG X 10 CGB,38.72,Drolvilla Nacionales,0,0,0
DAYFLU NOCHE 500MG-2MG X 5 CGB,21.42,Drolvilla Nacionales,0,0,0
DAYZOL COM/REC 400 MG/4MG X 30,73.86,Drolvilla Nacionales,0,0,0
DAYZOL COM/REC 600MG/4MG X 20,68.22,Drolvilla Nacionales,0,0,0
DECA LENTERMINA COMPLEX KIT X 3 AMP+INYE,38.72,Drolvilla Nacionales,0,0,0
DECOBEL 0.5 MG TAB X 30 (DEXAMETASONA),45.65,Drolvilla Nacionales,0,0,0
DEFEROL 2000 U.I. CAP X 30 (VIT D3) VIVA,15.0,Drolvilla Nacionales,0,0,0
DEFEROL 7000 U.I CAP X 8 (VIT D3) VIVAX,15.0,Drolvilla Nacionales,0,0,0
DEFLAZACORT 6 MG X 10 TAB CALOX,71.61,Drolvilla Nacionales,0,0,0
